Ciudad,Temperatura,Humedad,Presión,Viento,Descripción,FechaHora
Riohacha,27.84,69,1010,5.81,few clouds,25/12/2025 18:15:58
Valledupar,30.83,40,1008,6.17,few clouds,25/12/2025 18:12:32
Montería,29.95,74,1008,2.57,few clouds,25/12/2025 18:11:29
Sincelejo,26.71,71,1008,4.43,few clouds,25/12/2025 18:15:00
Neiva,27.11,74,1008,2.24,overcast clouds,25/12/2025 18:13:09
Florencia,25.59,89,1008,0.51,broken clouds,25/12/2025 18:14:31
Popayán,16.3,98,1014,0.71,overcast clouds,25/12/2025 18:16:00
Pasto,14.55,99,1015,1.34,light rain,25/12/2025 18:16:00
Mocoa,22.15,85,1008,1.01,overcast clouds,25/12/2025 18:14:31
Tunja,10.54,91,1014,1.58,broken clouds,25/12/2025 18:11:40
Yopal,25.87,59,1008,2.06,overcast clouds,25/12/2025 18:15:46
Villavicencio,26.8,75,1009,2.9,overcast clouds,25/12/2025 18:15:00
Leticia,28.02,88,1006,3.58,scattered clouds,25/12/2025 18:13:47
San Andrés,26.09,74,1012,5.66,light rain,25/12/2025 18:16:02
Quibdó,25.1,94,1009,2.24,scattered clouds,25/12/2025 18:11:32
Mitú,25.78,48,1005,0.92,overcast clouds,25/12/2025 18:15:39
Puerto Carreño,29.99,58,1006,4.92,clear sky,25/12/2025 18:11:32
Inírida,27.79,54,1005,0.45,overcast clouds,25/12/2025 18:16:03
Bogota,14.81,78,1014,4.92,broken clouds,25/12/2025 19:05:54
Medellín,18.49,82,1014,1.79,scattered clouds,25/12/2025 19:13:37
Santiago de Cali,17.77,100,1013,3.09,moderate rain,25/12/2025 19:14:13
Barranquilla,26.88,78,1009,4.12,clear sky,25/12/2025 19:15:56
Cartagena,26.79,78,1009,3.6,clear sky,25/12/2025 19:11:46
Cúcuta,24.97,78,1013,1.34,scattered clouds,25/12/2025 19:15:56
Bucaramanga,21.72,88,1013,5.14,scattered clouds,25/12/2025 19:15:57
Pereira,18.13,92,1015,4.47,fog,25/12/2025 19:13:14
Manizales,14.7,100,1015,1.03,mist,25/12/2025 19:15:57
Armenia,16.58,93,1014,3.58,broken clouds,25/12/2025 19:15:57
Santa Marta,27.87,67,1009,8.94,few clouds,25/12/2025 19:15:58
Riohacha,27.84,69,1011,5.81,clear sky,25/12/2025 19:15:58
Valledupar,29.83,39,1010,5.66,few clouds,25/12/2025 19:15:58
Montería,27.95,78,1008,2.57,scattered clouds,25/12/2025 19:15:59
Sincelejo,24.9,82,1009,4.04,few clouds,25/12/2025 19:14:54
Neiva,27.11,74,1009,2.24,overcast clouds,25/12/2025 19:12:13
Florencia,25.59,83,1008,0.51,broken clouds,25/12/2025 19:16:00
Popayán,16.04,98,1015,0.68,overcast clouds,25/12/2025 19:11:53
Pasto,13.44,99,1016,0.45,light rain,25/12/2025 19:13:36
Mocoa,20.66,90,1009,1.79,overcast clouds,25/12/2025 19:16:01
Tunja,9.48,93,1016,1.37,broken clouds,25/12/2025 19:16:01
Yopal,25.02,61,1008,2.07,overcast clouds,25/12/2025 19:16:01
Villavicencio,26.17,78,1010,3.24,overcast clouds,25/12/2025 19:16:01
Leticia,27.03,89,1007,1.03,clear sky,25/12/2025 19:16:02
San Andrés,24.98,78,1012,4.92,clear sky,25/12/2025 19:16:02
Quibdó,25.1,94,1009,2.24,scattered clouds,25/12/2025 19:12:21
Mitú,25.12,60,1007,1.04,overcast clouds,25/12/2025 19:16:03
Puerto Carreño,27.99,69,1007,4.92,clear sky,25/12/2025 19:16:03
Inírida,27.79,54,1006,0.45,overcast clouds,25/12/2025 19:16:04
Bogota,13.7,94,1016,1.54,scattered clouds,25/12/2025 20:12:01
Medellín,17.81,87,1015,1.79,scattered clouds,25/12/2025 20:14:57
Santiago de Cali,16.66,100,1014,2.57,overcast clouds,25/12/2025 20:14:00
Barranquilla,26.88,74,1009,6.69,clear sky,25/12/2025 20:15:56
Cartagena,26.79,78,1010,3.6,clear sky,25/12/2025 20:12:19
Cúcuta,23.97,83,1013,1.34,scattered clouds,25/12/2025 20:15:57
Bucaramanga,21.72,88,1014,4.92,scattered clouds,25/12/2025 20:15:57
Pereira,17.42,100,1016,2.06,mist,25/12/2025 20:12:45
Manizales,12.67,100,1016,0.45,broken clouds,25/12/2025 20:11:53
Armenia,16.2,94,1016,1.03,scattered clouds,25/12/2025 20:15:58
Santa Marta,27.87,67,1010,8.05,few clouds,25/12/2025 20:12:26
Riohacha,26.73,78,1012,4.63,clear sky,25/12/2025 20:15:58
Valledupar,28.83,42,1011,5.14,few clouds,25/12/2025 20:11:14
Montería,26.95,83,1009,2.06,few clouds,25/12/2025 20:15:59
Sincelejo,24.72,85,1010,4.11,clear sky,25/12/2025 20:15:59
Neiva,24.89,83,1010,2.24,overcast clouds,25/12/2025 20:15:59
Florencia,24.59,94,1009,1.03,broken clouds,25/12/2025 20:16:00
Popayán,16.28,98,1016,0.13,overcast clouds,25/12/2025 20:16:00
Pasto,10.66,99,1017,0.45,light rain,25/12/2025 20:15:29
Mocoa,20.65,92,1011,1.99,overcast clouds,25/12/2025 20:16:00
Tunja,8.98,96,1017,0.82,overcast clouds,25/12/2025 20:16:01
Yopal,24.96,61,1010,1.58,overcast clouds,25/12/2025 20:11:01
Villavicencio,25.93,82,1011,2.9,overcast clouds,25/12/2025 20:14:07
Leticia,27.03,89,1008,0.45,clear sky,25/12/2025 20:12:11
San Andrés,26.65,74,1013,4.63,clear sky,25/12/2025 20:13:07
Quibdó,25.1,94,1010,2.24,clear sky,25/12/2025 20:16:02
Mitú,25.37,61,1008,0.73,overcast clouds,25/12/2025 20:13:13
Puerto Carreño,27.99,69,1008,4.92,clear sky,25/12/2025 20:16:03
Inírida,27.79,54,1008,0.45,overcast clouds,25/12/2025 20:16:03
Bogota,13.7,94,1017,4.12,broken clouds,25/12/2025 21:14:15
Medellín,17.81,92,1016,1.79,scattered clouds,25/12/2025 21:09:14
Santiago de Cali,17.21,100,1015,2.57,drizzle,25/12/2025 21:06:14
Barranquilla,26.88,74,1010,6.17,clear sky,25/12/2025 21:15:56
Cartagena,25.79,83,1010,3.58,clear sky,25/12/2025 21:10:59
Cúcuta,23.97,83,1014,1.34,broken clouds,25/12/2025 21:15:56
Bucaramanga,21.72,88,1014,4.92,overcast clouds,25/12/2025 21:15:56
Pereira,16.42,100,1018,0,fog,25/12/2025 21:13:45
Manizales,10.56,100,1017,0.45,overcast clouds,25/12/2025 21:15:57
Armenia,16.2,94,1017,1.03,scattered clouds,25/12/2025 21:15:57
Santa Marta,27.87,68,1010,8.94,few clouds,25/12/2025 21:12:36
Riohacha,27.06,78,1013,3.6,clear sky,25/12/2025 21:15:58
Valledupar,27.83,47,1012,5.66,few clouds,25/12/2025 21:15:00
Montería,25.95,89,1010,1.03,scattered clouds,25/12/2025 21:15:58
Sincelejo,24.08,88,1010,3.48,clear sky,25/12/2025 21:15:58
Neiva,24.89,83,1011,2.24,overcast clouds,25/12/2025 21:15:59
Florencia,24.59,88,1009,1.54,light intensity drizzle,25/12/2025 21:11:19
Popayán,16.15,98,1017,0.47,light rain,25/12/2025 21:15:59
Pasto,9.55,99,1017,0.45,light rain,25/12/2025 21:14:50
Mocoa,20.03,91,1012,2.04,overcast clouds,25/12/2025 21:16:00
Tunja,9.03,96,1018,0.91,overcast clouds,25/12/2025 21:13:14
Yopal,24.58,62,1010,1.54,overcast clouds,25/12/2025 21:11:40
Villavicencio,25.94,82,1012,2.6,overcast clouds,25/12/2025 21:15:20
Leticia,27.03,89,1008,1.03,clear sky,25/12/2025 21:13:35
San Andrés,25.54,78,1014,5.14,clear sky,25/12/2025 21:16:01
Quibdó,25.1,94,1011,2.24,overcast clouds,25/12/2025 21:16:01
Mitú,23.44,65,1009,0.79,overcast clouds,25/12/2025 21:14:32
Puerto Carreño,26.99,74,1009,4.92,clear sky,25/12/2025 21:13:00
Inírida,27.79,54,1008,0.45,overcast clouds,25/12/2025 21:16:02
Bogota,13.7,94,1017,4.02,broken clouds,25/12/2025 22:10:03
Medellín,17.81,92,1016,1.79,scattered clouds,25/12/2025 22:11:31
Santiago de Cali,17.77,100,1015,1.54,scattered clouds,25/12/2025 22:13:02
Barranquilla,26.88,74,1010,6.17,clear sky,25/12/2025 22:12:06
Cartagena,25.79,83,1010,3.6,clear sky,25/12/2025 22:13:02
Cúcuta,23.97,78,1015,1.34,broken clouds,25/12/2025 22:15:57
Bucaramanga,21.72,88,1015,4.92,overcast clouds,25/12/2025 22:15:57
Pereira,16.42,100,1018,0,overcast clouds,25/12/2025 22:15:00
Manizales,13.78,100,1017,0.45,overcast clouds,25/12/2025 22:15:59
Armenia,15.2,100,1018,0.51,fog,25/12/2025 22:16:00
Santa Marta,25.53,68,1010,8.94,few clouds,25/12/2025 22:16:00
Riohacha,25.62,78,1013,3.09,clear sky,25/12/2025 22:16:01
Valledupar,26.83,47,1013,4.63,few clouds,25/12/2025 22:13:02
Montería,24.95,94,1011,0.51,few clouds,25/12/2025 22:16:01
Sincelejo,23.79,90,1011,3.22,clear sky,25/12/2025 22:15:51
Neiva,24.89,83,1011,2.24,clear sky,25/12/2025 22:14:10
Florencia,23.59,94,1010,1.54,broken clouds,25/12/2025 22:11:20
Popayán,16.05,98,1017,0.27,overcast clouds,25/12/2025 22:16:03
Pasto,14.55,99,1018,0.45,light rain,25/12/2025 22:13:24
Mocoa,19.75,90,1012,2.08,overcast clouds,25/12/2025 22:16:03
Tunja,9.2,93,1018,0.93,overcast clouds,25/12/2025 22:14:22
Yopal,23.62,67,1011,1.6,overcast clouds,25/12/2025 22:16:05
Villavicencio,26.04,81,1012,2.12,overcast clouds,25/12/2025 22:16:05
Leticia,26.03,94,1009,1.03,clear sky,25/12/2025 22:16:05
San Andrés,26.09,78,1014,4.92,light rain,25/12/2025 22:16:06
Quibdó,25.1,94,1012,2.24,overcast clouds,25/12/2025 22:12:53
Mitú,24.8,67,1009,0.99,overcast clouds,25/12/2025 22:13:00
Puerto Carreño,25.99,78,1009,4.92,clear sky,25/12/2025 22:16:07
Inírida,27.79,54,1009,0.45,overcast clouds,25/12/2025 22:16:07
Bogota,13.7,94,1017,4.02,few clouds,25/12/2025 23:13:04
Medellín,17.85,92,1016,1.79,scattered clouds,25/12/2025 23:10:58
Santiago de Cali,17.21,100,1015,2.06,broken clouds,25/12/2025 23:04:34
Barranquilla,26.88,78,1010,6.69,clear sky,25/12/2025 23:12:23
Cartagena,25.79,83,1010,3.58,clear sky,25/12/2025 23:12:31
Cúcuta,22.97,83,1015,1.34,broken clouds,25/12/2025 23:15:57
Bucaramanga,21.72,88,1015,4.92,scattered clouds,25/12/2025 23:11:19
Pereira,17.42,88,1017,1.03,overcast clouds,25/12/2025 23:15:45
Manizales,12.67,100,1017,0.45,overcast clouds,25/12/2025 23:15:59
Armenia,15.2,94,1018,0.51,fog,25/12/2025 23:12:25
Santa Marta,28.03,57,1010,3.09,clear sky,25/12/2025 23:15:59
Riohacha,25.62,78,1013,2.24,clear sky,25/12/2025 23:11:26
Valledupar,25.83,53,1013,4.63,clear sky,25/12/2025 23:16:00
Montería,24.95,94,1011,0.51,scattered clouds,25/12/2025 23:13:54
Sincelejo,23.45,91,1011,2.6,clear sky,25/12/2025 23:16:00
Neiva,24.89,83,1012,2.24,clear sky,25/12/2025 23:16:01
Florencia,23.59,88,1010,0.51,clear sky,25/12/2025 23:16:01
Popayán,15.76,98,1017,0.67,overcast clouds,25/12/2025 23:16:01
Pasto,13.44,99,1018,0.45,light rain,25/12/2025 23:13:39
Mocoa,19.58,91,1012,2.07,overcast clouds,25/12/2025 23:16:02
Tunja,9.24,92,1018,1.18,overcast clouds,25/12/2025 23:13:25
Yopal,23.25,68,1011,1.9,broken clouds,25/12/2025 23:12:55
Villavicencio,26.22,80,1012,1.73,overcast clouds,25/12/2025 23:16:03
Leticia,26.03,94,1009,1.03,clear sky,25/12/2025 23:16:03
San Andrés,27.76,78,1014,4.63,light rain,25/12/2025 23:16:04
Quibdó,25.1,94,1012,2.24,overcast clouds,25/12/2025 23:16:04
Mitú,23.13,68,1009,1.11,overcast clouds,25/12/2025 23:16:04
Puerto Carreño,25.99,78,1009,4.92,clear sky,25/12/2025 23:16:04
Inírida,27.79,54,1009,0.45,overcast clouds,25/12/2025 23:16:05
Bogota,13.71,94,1016,4.02,overcast clouds,26/12/2025 0:15:31
Medellín,17.8,92,1016,1.79,scattered clouds,26/12/2025 0:13:19
Santiago de Cali,16.66,100,1015,2.06,scattered clouds,26/12/2025 0:02:44
Barranquilla,26.88,78,1010,6.17,clear sky,26/12/2025 0:15:56
Cartagena,24.79,88,1010,3.58,clear sky,26/12/2025 0:15:57
Cúcuta,21.62,83,1014,1.34,broken clouds,26/12/2025 0:15:57
Bucaramanga,21.72,88,1015,4.92,few clouds,26/12/2025 0:14:55
Pereira,17.42,88,1017,2.06,scattered clouds,26/12/2025 0:15:45
Manizales,11.35,100,1017,0.93,overcast clouds,26/12/2025 0:15:58
Armenia,16.32,95,1017,0.79,broken clouds,26/12/2025 0:15:59
Santa Marta,24.97,57,1009,3.6,clear sky,26/12/2025 0:15:59
Riohacha,25.06,78,1013,1.79,clear sky,26/12/2025 0:14:00
Valledupar,24.83,57,1013,3.6,clear sky,26/12/2025 0:16:00
Montería,24.95,94,1011,1.54,clear sky,26/12/2025 0:16:00
Sincelejo,23.4,91,1011,2.22,clear sky,26/12/2025 0:16:00
Neiva,24.89,83,1012,2.24,overcast clouds,26/12/2025 0:16:01
Florencia,22.59,94,1010,0.51,clear sky,26/12/2025 0:16:01
Popayán,15.57,97,1016,0.79,overcast clouds,26/12/2025 0:16:01
Pasto,11.22,100,1018,0.45,light rain,26/12/2025 0:16:02
Mocoa,19.47,92,1012,2.05,overcast clouds,26/12/2025 0:16:02
Tunja,8.98,91,1017,1.38,overcast clouds,26/12/2025 0:16:02
Yopal,23.39,67,1010,1.75,overcast clouds,26/12/2025 0:16:02
Villavicencio,25.75,80,1012,1.71,overcast clouds,26/12/2025 0:15:00
Leticia,25.03,100,1008,0.51,clear sky,26/12/2025 0:14:27
San Andrés,23.87,78,1014,4.63,light rain,26/12/2025 0:13:00
Quibdó,25.1,94,1012,2.24,clear sky,26/12/2025 0:16:04
Mitú,25.91,69,1009,0.74,overcast clouds,26/12/2025 0:13:00
Puerto Carreño,24.99,83,1009,4.92,clear sky,26/12/2025 0:13:00
Inírida,27.79,54,1008,0.45,overcast clouds,26/12/2025 0:16:05
Bogota,13.19,96,1016,2.24,overcast clouds,26/12/2025 1:11:23
Medellín,17.78,95,1015,1.79,scattered clouds,26/12/2025 1:12:53
Santiago de Cali,17.21,100,1014,1.54,scattered clouds,26/12/2025 1:05:01
Barranquilla,25.88,83,1010,6.17,clear sky,26/12/2025 1:11:53
Cartagena,24.79,88,1009,3.58,clear sky,26/12/2025 1:13:02
Cúcuta,22.97,83,1014,1.03,broken clouds,26/12/2025 1:14:58
Bucaramanga,21.72,88,1014,4.92,broken clouds,26/12/2025 1:15:57
Pereira,16.42,94,1016,1.03,overcast clouds,26/12/2025 1:15:45
Manizales,10.02,100,1017,0.45,overcast clouds,26/12/2025 1:11:14
Armenia,16.57,96,1016,1.01,broken clouds,26/12/2025 1:15:58
Santa Marta,26.08,57,1009,2.06,clear sky,26/12/2025 1:15:58
Riohacha,25.06,78,1012,1.79,clear sky,26/12/2025 1:15:58
Valledupar,24.83,61,1013,4.63,clear sky,26/12/2025 1:15:00
Montería,24.95,94,1010,0.51,clear sky,26/12/2025 1:12:47
Sincelejo,23.37,90,1010,1.68,clear sky,26/12/2025 1:15:00
Neiva,24.89,83,1011,2.24,overcast clouds,26/12/2025 1:16:00
Florencia,23.59,88,1010,1.54,clear sky,26/12/2025 1:16:00
Popayán,15.34,98,1016,0.4,overcast clouds,26/12/2025 1:16:00
Pasto,10.66,99,1017,0.45,light rain,26/12/2025 1:16:00
Mocoa,19.17,94,1012,1.66,overcast clouds,26/12/2025 1:16:01
Tunja,8.84,90,1017,1.3,overcast clouds,26/12/2025 1:16:01
Yopal,23.8,64,1010,1.59,broken clouds,26/12/2025 1:16:01
Villavicencio,25.52,76,1011,1.74,overcast clouds,26/12/2025 1:13:01
Leticia,25.03,94,1008,0.51,clear sky,26/12/2025 1:13:03
San Andrés,27.01,83,1013,5.66,light rain,26/12/2025 1:16:02
Quibdó,25.1,94,1011,2.24,clear sky,26/12/2025 1:13:38
Mitú,22.02,69,1008,0.58,overcast clouds,26/12/2025 1:16:02
Puerto Carreño,24.99,83,1008,4.92,clear sky,26/12/2025 1:14:48
Inírida,26.68,70,1008,1.34,overcast clouds,26/12/2025 1:16:03
Bogota,10.38,100,1016,2.24,fog,26/12/2025 2:12:05
Medellín,16.69,97,1014,2.06,scattered clouds,26/12/2025 2:15:19
Santiago de Cali,17.77,100,1013,1.03,broken clouds,26/12/2025 2:12:38
Barranquilla,25.88,83,1010,5.14,clear sky,26/12/2025 2:11:16
Cartagena,24.79,88,1009,3.58,clear sky,26/12/2025 2:11:51
Cúcuta,21.97,88,1013,0.51,scattered clouds,26/12/2025 2:15:57
Bucaramanga,21.72,88,1014,4.92,scattered clouds,26/12/2025 2:15:57
Pereira,16.42,100,1016,1.03,overcast clouds,26/12/2025 2:15:58
Manizales,10.02,100,1016,1.79,broken clouds,26/12/2025 2:15:58
Armenia,15.44,98,1016,0.94,broken clouds,26/12/2025 2:12:47
Santa Marta,22.75,57,1008,1.79,clear sky,26/12/2025 2:15:59
Riohacha,25.06,78,1012,1.79,clear sky,26/12/2025 2:13:00
Valledupar,23.83,64,1012,4.63,clear sky,26/12/2025 2:13:30
Montería,23.95,100,1010,1.54,clear sky,26/12/2025 2:16:01
Sincelejo,23.09,91,1010,0.51,clear sky,26/12/2025 2:14:29
Neiva,24.89,83,1010,2.24,clear sky,26/12/2025 2:14:33
Florencia,21.59,100,1009,1.03,clear sky,26/12/2025 2:16:02
Popayán,15.57,99,1015,0.36,overcast clouds,26/12/2025 2:16:02
Pasto,9.55,99,1016,0.45,light rain,26/12/2025 2:11:34
Mocoa,19.52,94,1010,1.58,overcast clouds,26/12/2025 2:16:03
Tunja,7.76,93,1016,1.33,overcast clouds,26/12/2025 2:16:03
Yopal,22.1,72,1009,1.67,broken clouds,26/12/2025 2:16:04
Villavicencio,24.21,83,1011,1.8,overcast clouds,26/12/2025 2:16:04
Leticia,25.03,100,1008,0.51,clear sky,26/12/2025 2:16:05
San Andrés,27.01,78,1013,5.14,light rain,26/12/2025 2:16:05
Quibdó,25.1,94,1010,2.24,overcast clouds,26/12/2025 2:16:05
Mitú,21.8,73,1008,0.4,overcast clouds,26/12/2025 2:16:06
Puerto Carreño,23.99,88,1008,4.92,clear sky,26/12/2025 2:16:06
Inírida,26.12,71,1007,0.45,overcast clouds,26/12/2025 2:16:06
Bogota,10.38,100,1016,2.24,broken clouds,26/12/2025 3:13:58
Medellín,16.69,97,1014,1.79,broken clouds,26/12/2025 3:15:56
Santiago de Cali,17.21,100,1013,1.03,mist,26/12/2025 3:14:30
Barranquilla,25.88,78,1009,5.14,clear sky,26/12/2025 3:15:57
Cartagena,24.79,88,1009,3.58,clear sky,26/12/2025 3:15:44
Cúcuta,21.97,88,1013,0.51,scattered clouds,26/12/2025 3:15:58
Bucaramanga,21.72,88,1013,4.92,overcast clouds,26/12/2025 3:15:58
Pereira,15.42,100,1016,1.03,fog,26/12/2025 3:15:59
Manizales,9.57,100,1016,1.79,overcast clouds,26/12/2025 3:13:58
Armenia,15.06,99,1016,0.88,broken clouds,26/12/2025 3:16:00
Santa Marta,25.47,62,1008,4.92,clear sky,26/12/2025 3:16:00
Riohacha,22.84,83,1012,1.54,clear sky,26/12/2025 3:16:01
Valledupar,23.83,69,1012,4.63,clear sky,26/12/2025 3:15:00
Montería,23.95,100,1009,1.03,clear sky,26/12/2025 3:16:01
Sincelejo,22.79,93,1009,0.52,clear sky,26/12/2025 3:16:02
Neiva,24.89,83,1010,2.24,clear sky,26/12/2025 3:16:02
Florencia,21.59,100,1008,0.51,clear sky,26/12/2025 3:16:03
Popayán,15.46,99,1014,0.25,overcast clouds,26/12/2025 3:16:03
Pasto,9.09,99,1015,0.85,light rain,26/12/2025 3:16:04
Mocoa,19.44,93,1010,1.51,overcast clouds,26/12/2025 3:16:04
Tunja,7.13,96,1016,1.14,overcast clouds,26/12/2025 3:16:05
Yopal,21.87,72,1009,1.48,broken clouds,26/12/2025 3:16:06
Villavicencio,23.88,85,1011,1.65,overcast clouds,26/12/2025 3:15:12
Leticia,25.03,94,1007,0.51,clear sky,26/12/2025 3:13:03
San Andrés,26.65,83,1012,4.12,light rain,26/12/2025 3:16:07
Quibdó,25.1,94,1010,2.24,overcast clouds,26/12/2025 3:14:04
Mitú,22.02,74,1008,0.19,overcast clouds,26/12/2025 3:16:08
Puerto Carreño,23.99,83,1008,4.92,clear sky,26/12/2025 3:15:57
Inírida,22.23,74,1007,0.45,broken clouds,26/12/2025 3:15:16
Bogota,10.38,100,1016,2.24,broken clouds,26/12/2025 4:12:07
Medellín,16.69,97,1014,1.79,few clouds,26/12/2025 4:13:47
Santiago de Cali,17.21,100,1013,1.03,mist,26/12/2025 4:03:14
Barranquilla,25.88,73,1009,5.14,clear sky,26/12/2025 4:15:56
Cartagena,24.79,88,1009,3.58,clear sky,26/12/2025 4:13:04
Cúcuta,21.97,94,1013,0.45,broken clouds,26/12/2025 4:15:56
Bucaramanga,21.72,88,1013,4.92,broken clouds,26/12/2025 4:13:36
Pereira,15.42,100,1016,2.57,mist,26/12/2025 4:14:45
Manizales,9.46,100,1016,1.79,overcast clouds,26/12/2025 4:15:57
Armenia,14.8,98,1016,0.76,broken clouds,26/12/2025 4:15:57
Santa Marta,25.34,64,1009,4.92,clear sky,26/12/2025 4:15:58
Riohacha,22.84,83,1012,1.54,clear sky,26/12/2025 4:15:58
Valledupar,22.83,78,1012,4.63,clear sky,26/12/2025 4:15:58
Montería,23.95,94,1009,0.51,broken clouds,26/12/2025 4:15:59
Sincelejo,22.45,93,1010,0.47,clear sky,26/12/2025 4:12:52
Neiva,24.89,83,1010,2.24,overcast clouds,26/12/2025 4:13:39
Florencia,21.59,94,1008,1.03,scattered clouds,26/12/2025 4:11:51
Popayán,15.27,99,1014,0.25,overcast clouds,26/12/2025 4:16:00
Pasto,12.33,99,1015,0.45,light rain,26/12/2025 4:11:31
Mocoa,19.32,94,1011,1.81,overcast clouds,26/12/2025 4:16:01
Tunja,6.47,96,1017,1.29,overcast clouds,26/12/2025 4:16:01
Yopal,21.66,72,1010,1.45,broken clouds,26/12/2025 4:16:01
Villavicencio,23.18,85,1011,1.64,overcast clouds,26/12/2025 4:16:01
Leticia,25.03,94,1007,0.51,clear sky,26/12/2025 4:14:26
San Andrés,26.65,83,1012,5.66,light rain,26/12/2025 4:16:02
Quibdó,25.1,94,1011,2.24,overcast clouds,26/12/2025 4:16:02
Mitú,22.12,74,1008,0.71,overcast clouds,26/12/2025 4:16:02
Puerto Carreño,24.99,73,1008,4.92,clear sky,26/12/2025 4:14:31
Inírida,22.23,74,1007,0.45,broken clouds,26/12/2025 4:16:03
Bogota,10.38,100,1016,2.24,broken clouds,26/12/2025 5:12:03
Medellín,16.69,97,1014,1.79,broken clouds,26/12/2025 5:13:19
Santiago de Cali,17.21,100,1013,1.03,mist,26/12/2025 5:15:56
Barranquilla,25.88,73,1009,4.63,clear sky,26/12/2025 5:12:23
Cartagena,24.79,88,1009,3.58,clear sky,26/12/2025 5:15:56
Cúcuta,21.97,94,1014,1.54,broken clouds,26/12/2025 5:15:57
Bucaramanga,21.72,88,1014,4.92,overcast clouds,26/12/2025 5:12:58
Pereira,15.42,100,1016,0.51,overcast clouds,26/12/2025 5:15:58
Manizales,9.71,97,1016,2.57,clear sky,26/12/2025 5:15:58
Armenia,14.84,97,1016,0.64,broken clouds,26/12/2025 5:15:59
Santa Marta,25.47,64,1010,4.92,clear sky,26/12/2025 5:15:59
Riohacha,22.84,83,1012,1.34,clear sky,26/12/2025 5:16:00
Valledupar,23.83,73,1012,5.14,clear sky,26/12/2025 5:16:00
Montería,22.95,100,1010,0.51,clear sky,26/12/2025 5:16:00
Sincelejo,22.45,91,1010,1.18,clear sky,26/12/2025 5:13:57
Neiva,22.67,100,1011,1.03,clear sky,26/12/2025 5:16:01
Florencia,20.59,100,1009,0.51,clear sky,26/12/2025 5:16:02
Popayán,15.25,99,1015,0.46,overcast clouds,26/12/2025 5:16:02
Pasto,11.77,99,1016,0.45,light rain,26/12/2025 5:16:03
Mocoa,18.83,94,1012,2.08,overcast clouds,26/12/2025 5:16:03
Tunja,6.24,97,1017,1.42,broken clouds,26/12/2025 5:13:19
Yopal,21.57,71,1010,1.45,broken clouds,26/12/2025 5:16:04
Villavicencio,23.19,85,1012,1.41,overcast clouds,26/12/2025 5:16:05
Leticia,25.03,94,1008,0.51,clear sky,26/12/2025 5:16:05
San Andrés,26.09,78,1012,4.12,light rain,26/12/2025 5:16:05
Quibdó,25.1,94,1011,2.24,light rain,26/12/2025 5:16:05
Mitú,21.26,75,1008,0.93,overcast clouds,26/12/2025 5:16:06
Puerto Carreño,24.99,73,1009,4.92,clear sky,26/12/2025 5:16:06
Inírida,22.23,74,1008,0.45,broken clouds,26/12/2025 5:16:06
Bogota,10.38,100,1017,2.24,broken clouds,26/12/2025 6:12:17
Medellín,16.72,95,1015,2.57,fog,26/12/2025 6:14:19
Santiago de Cali,18,100,1014,1.54,fog,26/12/2025 6:07:12
Barranquilla,24.88,78,1010,3.6,clear sky,26/12/2025 6:12:30
Cartagena,24.79,83,1010,3.58,clear sky,26/12/2025 6:13:48
Cúcuta,21.97,100,1015,1.34,fog,26/12/2025 6:15:57
Bucaramanga,21.72,88,1014,4.92,broken clouds,26/12/2025 6:12:02
Pereira,15.42,100,1016,0.51,mist,26/12/2025 6:15:57
Manizales,9.33,99,1016,2.24,overcast clouds,26/12/2025 6:15:58
Armenia,14.2,100,1017,1.54,mist,26/12/2025 6:15:58
Santa Marta,22.19,64,1011,4.92,few clouds,26/12/2025 6:15:59
Riohacha,22.84,83,1013,1.34,clear sky,26/12/2025 6:15:59
Valledupar,22.83,78,1012,4.63,clear sky,26/12/2025 6:15:00
Montería,23.95,100,1010,0.51,overcast clouds,26/12/2025 6:16:00
Sincelejo,21.74,94,1010,1.58,clear sky,26/12/2025 6:13:52
Neiva,22.67,100,1011,1.54,clear sky,26/12/2025 6:16:00
Florencia,20.59,100,1010,0.51,clear sky,26/12/2025 6:14:58
Popayán,15.06,99,1015,0.09,overcast clouds,26/12/2025 6:16:01
Pasto,9.55,99,1016,0.45,light rain,26/12/2025 6:16:01
Mocoa,18.41,92,1014,2.12,overcast clouds,26/12/2025 6:16:02
Tunja,6.02,97,1018,1.15,broken clouds,26/12/2025 6:16:02
Yopal,21.34,71,1011,1.55,broken clouds,26/12/2025 6:16:02
Villavicencio,22.87,86,1013,1.39,overcast clouds,26/12/2025 6:16:02
Leticia,25.03,94,1009,1.54,clear sky,26/12/2025 6:14:34
San Andrés,24.98,78,1012,4.63,light rain,26/12/2025 6:16:03
Quibdó,25.1,94,1012,2.24,light rain,26/12/2025 6:16:03
Mitú,21.29,75,1009,1.15,overcast clouds,26/12/2025 6:16:04
Puerto Carreño,23.99,78,1010,4.92,clear sky,26/12/2025 6:16:04
Inírida,22.23,74,1009,0.45,broken clouds,26/12/2025 6:16:04
Bogota,10.38,100,1018,2.24,broken clouds,26/12/2025 7:15:00
Medellín,16.7,92,1016,2.24,mist,26/12/2025 7:13:01
Santiago de Cali,18,94,1014,1.54,fog,26/12/2025 7:07:14
